room_id;acc_rating;bed_type;cancel_policy;checkin_rating;cleanliness_rating;communication_rating;guest_sat;hosting_id;instant_book;is_superhost;loc_rating;lat;lon;page;person_cap;pic_count;room_type;saved_to_wishlist_count;value_rating;rev_count;price;star_rating;amen_1;amen_2;amen_3;amen_4;amen_5;amen_6;amen_7;amen_8;amen_9;amen_10;amen_11;amen_12;amen_13;amen_14;amen_15;amen_16;amen_17;amen_18;amen_19;amen_20;amen_21;amen_22;amen_23;amen_24;amen_25;amen_26;amen_27;amen_28;amen_29;amen_30;amen_31;amen_32;amen_33;amen_34;amen_35;amen_36;amen_37;amen_38;amen_39;amen_40;amen_41;amen_42;amen_43;amen_44;amen_45;amen_46;amen_47;amen_48;amen_49;amen_50
1115215;10;Real Bed;3;10;9;10;97;1115215;False;True;10;37.73477284756385;-122.13128993779624;p3;4;12;Private room;339;10;83;40.0;5;True;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;True;False;False;True;True;False;True;True;True;False;False;False;False;True;False;False;True;True;False;True;True;False;False;True
2715057;;Real Bed;3;;;;;2715057;False;False;;37.81018106698294;-122.25884918258534;p3;1;1;Private room;10;;0;30.0;0;False;True;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
3789844;10;Real Bed;4;10;9;10;92;3789844;False;False;8;37.822776741234556;-122.28201535033712;p3;1;11;Private room;87;9;29;40.0;4.5;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False
8125835;9;Futon;3;10;10;10;92;8125835;False;False;9;37.853268620578625;-122.25626902616743;p3;2;5;Private room;13;10;5;40.0;4.5;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;True;False;False;True;True;False;True;False;False;False;False;True;False;False;False
15453972;10;Real Bed;3;10;10;10;100;15453972;False;False;10;37.828207988651165;-122.25876397561902;p3;2;9;Private room;8;10;1;39.0;0;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;True;True;False;True;True
14836117;10;Real Bed;3;10;10;10;92;14836117;False;False;7;37.745350947533986;-122.17571458907673;p3;2;3;Private room;94;9;26;25.0;4.5;True;False;False;True;True;False;False;True;True;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;True;True;True;True;False;False;True;True;True;False;False;False;True;True;True;False;False;False
15733187;;Real Bed;3;;;;;15733187;True;False;;37.84978395201667;-122.24471232837749;p3;1;1;Private room;0;;0;40.0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False
6246364;;Real Bed;3;;;;;6246364;False;False;;37.82320269757659;-122.28038239901424;p3;1;1;Private room;13;;0;35.0;0;True;False;True;True;False;False;False;True;True;False;True;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;True;True;False;True;True;False;False;False;False;False;False;False;False;False;False
9331216;6;Real Bed;3;7;6;9;60;9331216;False;False;7;37.80393530593923;-122.27670565833517;p3;2;2;Private room;36;6;8;35.0;3;False;False;True;True;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False
15315048;;Real Bed;4;;;;;15315048;False;False;;37.73481592879008;-122.18609683465557;p3;2;8;Private room;11;;0;39.0;0;False;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;True;True;True;False;True;True
16404808;;Real Bed;3;;;;;16404808;False;False;;37.788711904835836;-122.20219535950805;p3;2;3;Private room;1;;0;38.0;0;False;False;False;True;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False
8761719;;Real Bed;3;;;;;8761719;False;False;;37.79109546677251;-122.2174503645866;p3;1;15;Private room;18;;0;35.0;0;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;True;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
13240841;;Real Bed;5;;;;;13240841;False;False;;37.77794609638405;-122.18863443091804;p3;1;3;Private room;10;;0;40.0;0;False;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;True;False;True;True;False;False;False;True;False;False;True;False;True;True
